"genes","logFC","logCPM","PValue","FDR"
"LAG3",0.61349017,-1.391153351,0.399722671,0.712096699
"LOC107050024",-0.311644299,2.636585224,0.399732904,0.712096699
"MYO16",0.449307545,0.6521578,0.399749521,0.712096699
"SNX21",-0.23068706,3.185863657,0.39978991,0.712096699
"NT5DC3",-0.382444481,1.602342081,0.3998594,0.712096699
"IFIH1",0.171940378,4.263301433,0.39991762,0.712096699
"COA6",-0.20909219,3.271958749,0.399925588,0.712096699
"PROSER2",-0.160788536,4.784462108,0.400007997,0.712096699
"LOC100859726",0.231664747,4.696867068,0.40002266,0.712096699
"LOC427665",0.393377334,0.648372891,0.400178219,0.712278935
"TKFC",-0.236525,7.093171089,0.400250489,0.712312896
"MGAT5",0.565533936,4.122593369,0.400623612,0.712882197
"CEP83",-0.259706327,1.368153111,0.400745137,0.713003703
"LOC101749275",-0.140776569,5.262727202,0.401088403,0.713430024
"SLC17A9",-0.179431437,5.115747635,0.401091297,0.713430024
"MGARP",-0.158438863,6.131622249,0.401212594,0.713551005
"TMEM35A",-0.602008501,-1.513089932,0.401305512,0.713555279
"FBXO6",-0.163993704,3.414264077,0.40144122,0.713555279
"RAB18",0.135378004,5.689082891,0.401456031,0.713555279
"MRE11",0.178872187,3.864598893,0.401471135,0.713555279
"LOC107052630",0.476796399,-0.354451823,0.401563578,0.713555279
"RPS23",-0.227693578,7.173519889,0.40159094,0.713555279
"ARF4",-0.219670593,7.357019981,0.401600273,0.713555279
"TNRC6A",0.167168694,6.432656728,0.401641255,0.713555279
"WNT8B",0.287862303,2.97569307,0.401829842,0.713795629
"SERPINB10B",0.629409358,0.556612136,0.402046644,0.714041434
"DCXR",-0.200887848,6.742776745,0.402074855,0.714041434
"LOC112532409",0.505788379,-0.381062249,0.402176189,0.714126694
"ASTE1",-0.30777752,0.903576801,0.402525741,0.714368468
"GCOM1",-0.152162743,4.323346321,0.402553527,0.714368468
"WBP2",-0.14961826,6.474846249,0.402608259,0.714368468
"YIPF3",-0.146392283,6.122011706,0.402608327,0.714368468
"TXLNA",-0.143723699,4.932578756,0.402618993,0.714368468
"ASF1A",-0.189704162,2.963961097,0.402632407,0.714368468
"LOC101747934",0.259516237,1.227514316,0.40269001,0.714376026
"ABI1",0.138405296,5.717084837,0.402885883,0.714555635
"CNGB1",-0.469820234,-0.273406653,0.402910214,0.714555635
"LOC107054556",-0.249548731,3.585513101,0.402951326,0.714555635
"SLC2A11",0.347010059,0.504956085,0.403177751,0.714770476
"PYGO1",0.484386026,-1.017674044,0.403182579,0.714770476
"PLEKHB2",0.143816184,4.994624919,0.403244446,0.714770476
"LOC112530285",0.34717943,1.753251398,0.403401965,0.714770476
"SMTNL2",0.331480228,1.159467614,0.403406776,0.714770476
"LOC112532177",-0.382214444,0.295285396,0.403420362,0.714770476
"DNAJC24",-0.264142215,2.062347157,0.403494713,0.714770476
"LOC112532355",0.287938872,3.907349598,0.403499462,0.714770476
"ERBB3",-0.17233391,5.074740991,0.403693592,0.714929787
"RAD9A",-0.254121395,2.494767904,0.40375402,0.714929787
"C19orf24",-0.263719367,3.456985426,0.403804446,0.714929787
"SEC24A",0.182947127,7.405901907,0.403903424,0.714929787
"C26H6orf106",0.148794001,7.82108913,0.403907818,0.714929787
"ZBTB5",0.191606199,3.377654095,0.403915054,0.714929787
"SIX1",0.516287903,-1.096877149,0.40396309,0.714929787
"NCDN",-0.162018753,3.612458358,0.4041408,0.715103271
"ZPR1",-0.204128637,5.444913769,0.40416791,0.715103271
"LOC776067",0.149719253,6.225702307,0.40459993,0.715773086
"TRIM8",-0.212169432,3.914116269,0.404894638,0.71619984
"HADH",-0.172040232,6.730945312,0.404998366,0.716237897
"C8A",-0.179402052,8.799665282,0.405023118,0.716237897
"LOC107052718",-0.246784396,7.882565827,0.405293809,0.716512644
"PSTK",-0.329803543,1.312212478,0.405324078,0.716512644
"FRMD4A",0.254963907,2.004935524,0.405362362,0.716512644
"PLCG1",-0.220783705,2.58145163,0.405420655,0.716512644
"ZNHIT3",-0.183648398,4.206485326,0.405483239,0.716512644
"CYP2W1",0.203315424,3.030351236,0.405499502,0.716512644
"GLMN",0.212628604,2.421578752,0.405567559,0.716538358
"ASH2L",-0.143490508,4.119767461,0.405629797,0.716553785
"LOC107055306",-0.320815782,1.073859197,0.405845313,0.716765282
"LOC101749363",0.329062585,2.313538446,0.405860191,0.716765282
"ATPAF1",-0.156695969,3.40555503,0.405932453,0.716765282
"CLCC1",0.173609819,5.168718721,0.40596361,0.716765282
"LOC112530162",0.253351779,2.134201805,0.406175943,0.716986514
"POU2F1",0.222065584,3.077816898,0.40620111,0.716986514
"SYTL2",-0.46484268,-0.006144638,0.406249527,0.716986514
"LOC107050335",-0.419676964,-0.469035862,0.406413935,0.717182161
"RND2",0.43014532,-0.541493912,0.40647622,0.717197567
"LOC112530018",-0.408240619,-0.989736939,0.406664826,0.717404529
"LDHD",0.182101617,3.956204177,0.406700656,0.717404529
"ALDH3B1L1",-0.391542002,-0.206316294,0.406835012,0.717547015
"LOC112532084",0.27940448,0.663583457,0.407155506,0.71786977
"CENPE",0.304957627,0.458035433,0.407212211,0.71786977
"SERINC2",-0.238621726,2.608508514,0.407225936,0.71786977
"SLC6A2",0.165804163,5.522110342,0.407232426,0.71786977
"ORC5",-0.223759125,2.184779375,0.407329415,0.717946239
"LOC107050307",0.417520657,0.492053647,0.407512043,0.718173613
"LOC425238",0.44982232,-0.517921242,0.407709422,0.718426918
"LOC112529948",-0.572034963,-1.365279021,0.40843925,0.7195821
"UBE2QL1",0.363757025,2.611633896,0.408558773,0.7195821
"LOC107053429",0.546142779,-1.330088107,0.408588495,0.7195821
"SKAP1",-0.363036705,0.161552609,0.408619799,0.7195821
"KIAA1217",0.194118718,4.254624418,0.40864332,0.7195821
"TARP",0.233675816,3.556290131,0.408687385,0.7195821
"ETNK1",0.158764979,5.636192191,0.408790071,0.719668283
"LOC100857467",-0.399337367,0.346014803,0.408875701,0.719724421
"PDCL",0.134484025,5.462073367,0.409312137,0.720364483
"SPG7",-0.135713044,6.30052555,0.409346902,0.720364483
"C15H12orf49",0.144296211,4.090701946,0.409441275,0.720374873
"SAP18",-0.143407122,5.67172117,0.409474529,0.720374873
"ZNF711",0.165632487,4.578984128,0.409564287,0.720374873
"FOXP1",0.165211358,4.916671475,0.409602597,0.720374873
"RPP25L",-0.172309862,5.268692988,0.409621764,0.720374873
"SDHA",-0.146043545,6.794862166,0.409689647,0.720386584
"BCHE",0.205937782,5.540403203,0.409736007,0.720386584
"FAM198B",0.307459053,1.861754782,0.409957852,0.720682011
"LOC107049146",0.303792062,0.199554704,0.410046265,0.720735918
"FLNA",-0.618501018,-0.459739891,0.410119736,0.720735918
"LOC101747846",0.34627888,0.261329619,0.410149973,0.720735918
"KLHL3",0.200427542,3.943409055,0.41023314,0.720787485
"PRKCA",0.145229641,4.840600533,0.410383251,0.720956643
"CHAF1B",-0.280592438,2.908019724,0.410536994,0.720957594
"CASKIN2",-0.215223167,5.262032955,0.410537034,0.720957594
"TGDS",-0.165472138,3.591586811,0.410545297,0.720957594
"mesd",0.13778727,5.02099489,0.410642106,0.720993992
"CARD9",0.230829664,2.091218716,0.410673698,0.720993992
"NSD1",0.211990972,4.449642371,0.410747457,0.72102896
"LOC112530996",0.314577433,-0.052261262,0.410851777,0.721117561
"ES1ML1",-0.168428996,5.049643357,0.411297635,0.72180552
"LOC107052552",-0.218000977,2.746456757,0.411552132,0.722078368
"TOB2",-0.232248757,5.868982809,0.411560945,0.722078368
"SCLT1",0.201663679,2.574411687,0.411704274,0.722235216
"GMPS",0.167695795,5.759347018,0.411903029,0.722489242
"OSBPL5",0.351000866,1.453745702,0.411993063,0.722508154
"ITPR3",-0.195145639,4.272245861,0.412021712,0.722508154
"SOST",-0.332186678,3.964773631,0.412338939,0.722726119
"HMGB1",0.148036097,6.245855175,0.412444006,0.722726119
"MMP2",0.262434011,2.567935068,0.412630283,0.722726119
"DECR2",-0.17469131,7.645715786,0.412633887,0.722726119
"SLC16A9",0.327234692,0.066214036,0.412636784,0.722726119
"HIVEP2",0.202844373,3.488721079,0.412658878,0.722726119
"EIF1B",-0.140778031,5.62057029,0.412667406,0.722726119
"LOC112532087",0.191957889,2.564599116,0.412692189,0.722726119
"ESYT1",-0.188125319,3.601191774,0.41271186,0.722726119
"TSC22D2",-0.153494109,3.698888376,0.412718317,0.722726119
"RNF14",-0.139243113,5.419077783,0.412739648,0.722726119
"MNT",-0.165874598,3.662623456,0.412889173,0.722850893
"CFD",-0.17734344,8.01405383,0.412962531,0.722850893
"LOC112532115",0.386783253,2.894452684,0.412972833,0.722850893
"ANKIB1",0.150220726,4.08784401,0.4130771,0.722938908
"LOC112532753",0.656873416,-1.469599799,0.413138786,0.722952388
"OLFML3",-0.355279566,-0.212037301,0.413592002,0.723650913
"PNPLA7",0.138432701,5.619702389,0.413718362,0.72377744
"UROC1",-0.158380722,8.127800131,0.413792471,0.723812536
"MDC1",-0.146514515,3.985630052,0.413866279,0.723847096
"TMEM2",0.217900337,3.204452108,0.414117975,0.72418949
"SFTPA2",0.624412058,0.095666114,0.414170199,0.72418949
"SPRY3",-0.303112273,1.77823357,0.414446524,0.724521375
"TTC12",0.268579529,1.116142476,0.414468209,0.724521375
"FLOT2",-0.164694008,5.246811787,0.41454476,0.724560614
"WDR86",0.45886092,0.302933181,0.414622039,0.724601114
"MUL1L",-0.202774654,3.524132665,0.414884137,0.724964556
"CD69L",0.252532034,3.923733073,0.415051826,0.725162956
"WDR1",-0.174321336,6.290228973,0.415144186,0.725229708
"BCL2L11",0.195286646,3.477145409,0.415303107,0.725357993
"CIAO1",-0.171156742,3.686498184,0.415391834,0.725357993
"IRF2BP2",0.20509065,5.245136404,0.41544934,0.725357993
"LOC431499",0.269122478,2.550566615,0.415477992,0.725357993
"LOC107055491",-0.457600548,0.029803764,0.415488438,0.725357993
"ZNRF3",0.175812464,3.603718997,0.415800297,0.725807817
"SOCS2",0.340118703,4.039882078,0.41594238,0.725961208
"GNPNAT1",-0.184411755,5.310096482,0.4160959,0.726071232
"MAPKAP1",0.156916039,3.490269112,0.416172714,0.726071232
"DYNLRB2",-0.383102155,0.000492478,0.416222615,0.726071232
"C1QTNF5",-0.285299467,0.976134425,0.416297562,0.726071232
"FMR1",0.143519383,5.931910183,0.416313317,0.726071232
"C1orf228",0.364060466,0.133605367,0.416330719,0.726071232
"MIB2",0.168051344,5.310513393,0.416439425,0.726080177
"HIST1H111L",0.429773065,-0.608442462,0.416475158,0.726080177
"VSIG10",-0.185966189,3.16709196,0.4164985,0.726080177
"HOXA7",0.350144441,-0.351373086,0.416597389,0.726158042
"GTF2H5",-0.160431896,5.908491694,0.416836331,0.726479978
"C1H3ORF38",0.144217747,3.780411416,0.416903647,0.72648318
"ASAP1",0.263505014,2.427564967,0.416981928,0.72648318
"DYNLT1",-0.301761078,1.501448823,0.417000912,0.72648318
"TAB2",0.129160098,5.038240183,0.417084471,0.72653424
"TMEM222",-0.15992282,5.202834179,0.41721725,0.726671012
"POLR3B",-0.153203118,3.513139224,0.417351588,0.726706812
"MAP1A",0.400798029,0.677410193,0.41739139,0.726706812
"PLRG1",0.155998444,4.708224641,0.417400597,0.726706812
"TTYH3",-0.20702043,4.684742155,0.417580566,0.72692564
"LOC419429",0.283451993,1.163456722,0.417656832,0.726963905
"CRKL",0.180583998,4.152129141,0.417916239,0.727320893
"LBFABP",-0.213681805,12.29736776,0.418019752,0.727384692
"RPL8",-0.204990855,8.720736481,0.418061527,0.727384692
"NEK8",0.262581244,1.441311455,0.418205132,0.727540027
"GLIPR2",0.25279282,1.832756505,0.4183455,0.727670963
"HPRT1",0.268992192,1.671120871,0.418398101,0.727670963
"MAGI3",-0.183848657,3.603790638,0.418443405,0.727670963
"KPNA6",0.128033762,4.768281948,0.418552227,0.727704419
"MSI1",0.191854948,3.431927525,0.418605938,0.727704419
"OGG1",-0.293373571,1.095055459,0.418640627,0.727704419
"LOC101751286",-0.183122973,3.301622777,0.418679999,0.727704419
"SASS6",0.242850643,4.138010331,0.418739343,0.727713117
"TTC33",0.165076207,3.115383456,0.418859254,0.727734642
"LOC112532562",-0.430021364,-1.331428511,0.418860411,0.727734642
"LNX1",0.40091704,-1.309930896,0.418957482,0.727808873
"PRELP",-0.654927581,-0.411289428,0.419292054,0.728295615
"UBE2G2",-0.147521977,4.456723254,0.419513486,0.728415578
"ANKRD17",0.190399954,5.596799907,0.41951971,0.728415578
"SIRT6",-0.200535777,3.658131264,0.419576085,0.728415578
"LRBA",0.148755941,5.386362048,0.419578686,0.728415578
"LOC112530163",-0.289977756,2.495844239,0.419934141,0.728896647
"LOC107054686",0.414042138,0.290588018,0.419997002,0.728896647
"UBAP2L",-0.1990797,4.5146705,0.420065375,0.728896647
"AMFR",-0.148279635,6.985360673,0.420073501,0.728896647
"TAF1CZ",-0.271742703,0.92601511,0.420374581,0.729324574
"THUMPD2",-0.136661263,4.836400769,0.420674887,0.729491978
"LIN9",0.210677568,1.848675299,0.420699873,0.729491978
"LOC107051717",0.252080124,1.696690102,0.420705262,0.729491978
"METTL2A",-0.238915985,3.023992116,0.420875997,0.729491978
"RC3H2",0.146823358,5.312666374,0.420902439,0.729491978
"FNDC3AL",-0.207407069,6.08165921,0.420948268,0.729491978
"SEPT9",0.190228908,4.873445952,0.421055927,0.729491978
"RPL7A",-0.192182099,9.007017619,0.421073371,0.729491978
"FER1L6",-0.38368904,1.335052376,0.421075545,0.729491978
"VPS54",-0.164351499,3.768539108,0.421126352,0.729491978
"HLX",-0.344286104,0.086400274,0.421150432,0.729491978
"CHAF1A",-0.206074924,2.463948962,0.421199858,0.729491978
"FGG",0.179378911,12.41781148,0.421323067,0.729491978
"LOC112533019",-0.474404281,-0.731002763,0.4213867,0.729491978
"LOC107049109",-0.386748666,-0.642006012,0.421412726,0.729491978
"WDR25",0.235630845,1.507394298,0.421518274,0.729491978
"DHX33",-0.164214635,3.912264267,0.421559636,0.729491978
"VTCN1L",0.55673019,-0.674709417,0.421561347,0.729491978
"EEF2KMT",-0.207823623,2.999308188,0.421680866,0.729491978
"COX7A2",-0.249152018,5.637666983,0.4218628,0.729491978
"KNG1",0.160209943,10.55387019,0.421901949,0.729491978
"RPL34",-0.25586695,7.635889425,0.421944044,0.729491978
"KCNT1",-0.373076942,-1.261740223,0.421947758,0.729491978
"CHIR-AB-502",0.239377741,2.112278853,0.421955209,0.729491978
"PA2G4",-0.186223088,7.856352932,0.42197009,0.729491978
"FTL",0.266046696,2.680072057,0.421980103,0.729491978
"ARSA",0.173115477,3.486834304,0.421986425,0.729491978
"MHCIA9",-0.185622004,4.850904188,0.422013925,0.729491978
"RNASEL",0.170064653,3.629960671,0.422050765,0.729491978
"PARD3",0.167138051,4.937082327,0.422122798,0.729511289
"TARM1L",0.36519711,-0.790538962,0.422170885,0.729511289
"TMPO",0.140585681,4.312873817,0.422387788,0.729736759
"FAM134A",-0.154749698,6.578503977,0.422410346,0.729736759
"PAQR5",0.368492083,-0.523901278,0.422486798,0.729774693
"TTC31",-0.169765949,4.07898407,0.422756786,0.729832832
"MCRIP1",-0.20683837,4.873358132,0.422814578,0.729832832
"CAPS2",0.517767952,0.009277292,0.422822094,0.729832832
"LOC101747873",-0.364584582,3.929070255,0.423129003,0.729832832
"PPP3CA",0.180721493,2.907793259,0.423178625,0.729832832
"MYCBPAP",0.19904322,4.403777063,0.423204715,0.729832832
"LY6E",-0.44951062,7.337071183,0.4232248,0.729832832
"KREMEN1",0.377345035,0.153933107,0.42324418,0.729832832
"NUP107",-0.145829162,4.779733125,0.423326828,0.729832832
"TTC13",0.153446361,3.846202305,0.423336671,0.729832832
"F9",-0.148673702,8.345033889,0.423345114,0.729832832
"TRAF6",0.147849426,5.582671151,0.423356363,0.729832832
"GPR155",0.154002343,4.019226693,0.423359333,0.729832832
"MRPL1",-0.152559499,4.342678891,0.423480999,0.729832832
"CD3E",0.172899316,4.24822909,0.423496393,0.729832832
"KIF26A",-0.266171648,1.468534363,0.423513444,0.729832832
"OLFML2A",0.172856216,3.004395373,0.423515135,0.729832832
"NARFL",-0.160444855,3.94865499,0.423525876,0.729832832
"MIR126",0.632067063,-0.828174552,0.423555912,0.729832832
"IPCEF1",0.31437062,1.67500826,0.423822807,0.730198769
"NCOR1",0.176401455,5.524029162,0.423897927,0.730234247
"C6orf132",0.158836584,5.889893268,0.424031119,0.730358505
"DDX55",-0.195127367,3.472107582,0.424099113,0.730358505
"RAD51AP1",0.204163739,2.640418706,0.424164411,0.730358505
"FRMD1",0.425543806,1.741551203,0.42423751,0.730358505
"DHX58",-0.202285605,2.879338686,0.424242743,0.730358505
"UNC45A",-0.170440343,3.869996581,0.424452631,0.730555086
"SLC35F2",-0.421359548,0.679381347,0.424544319,0.730555086
"ERCC6",0.176367827,3.15571937,0.42454432,0.730555086
"PODN",-0.291496214,4.278247244,0.424618518,0.730555086
"BZFP1",-0.296801481,0.62629645,0.424629689,0.730555086
"CTDSP1",0.141555649,4.421120772,0.42469243,0.730569175
"LOC101748510",0.334322774,0.931680559,0.424938454,0.730691158
"ADH6",-0.156430769,8.86982766,0.424950662,0.730691158
"USP10",-0.153028466,5.309389091,0.425048787,0.730691158
"FNDC10",0.206062228,2.821428526,0.425078847,0.730691158
"SLC9A5",0.334236148,0.643137251,0.425087527,0.730691158
"REC114",0.605387318,-0.661370939,0.425090712,0.730691158
"SPRY1",-0.165740316,3.046935589,0.425199801,0.730784873
"DCAF11",-0.187996288,3.565773356,0.425350033,0.730877027
"ACAD6L",0.15495884,6.127021556,0.425362571,0.730877027
"RINT1",-0.167759824,3.479626221,0.425432646,0.730903656
"ZDHHC18",-0.270860953,3.704436287,0.425721672,0.731306392
"ARHGDIG",-0.54087794,-0.932833566,0.425920885,0.731436574
"TRAPPC9",0.142114008,4.427653046,0.42598043,0.731436574
"SULT2B1L2",0.163887486,3.488797852,0.425991168,0.731436574
"CYP2R1",0.273071038,1.015289439,0.426015926,0.731436574
"LOC101751084",-0.341047454,1.116462617,0.426109043,0.731498328
"RERG",-0.382401864,-0.525978231,0.426209759,0.731498328
"ZNF644",0.140612812,4.299125759,0.426225977,0.731498328
"SSBP1",-0.185271983,3.879060567,0.426270382,0.731498328
"ADRA2A",-0.435890591,-1.252781165,0.426679938,0.732060056
"DOT1L",-0.169540079,4.540403363,0.426707048,0.732060056
"OLFM3",0.334082852,0.66615464,0.426805758,0.732135611
"MYH10",-0.179996431,7.01706825,0.426868349,0.732149198
"ERR2984230.28021",-0.461373376,4.818391389,0.42709052,0.732402141
"HECW2",0.298707032,1.512153598,0.427125203,0.732402141
"RAP1GAP2_1",0.40809943,-0.958605181,0.427266382,0.732550427
"LOC107052650",-0.194883816,4.09482754,0.427330171,0.732566007
"CETN2",-0.212779866,4.050154746,0.427410782,0.732588337
"C2orf88",-0.476333972,0.624391696,0.427452604,0.732588337
"SMCR8",0.129623751,4.654820815,0.427726044,0.732963171
"ELOVL2",0.195374787,10.73006008,0.42778655,0.732973066
"SETBP1",0.163440797,3.367012571,0.427940418,0.733142904
"CD2AP",-0.135272965,6.229469688,0.428032415,0.733178691
"FMC1",0.329671761,2.044093791,0.428216478,0.733178691
"MRPL44",-0.192235935,4.341193352,0.428224441,0.733178691
"NLGN4L",0.376652332,-1.059269192,0.428250377,0.733178691
"CADM1",0.162401617,4.100685638,0.428404347,0.733178691
"HGS",-0.153885025,5.088243561,0.428417413,0.733178691
"LOC112530133",0.528391992,-1.506892192,0.428419288,0.733178691
"SACM1L",-0.156216002,6.06444451,0.428500312,0.733178691
"LIG4",0.189798565,2.73704432,0.428517027,0.733178691
"SSH2",-0.2445429,2.398226399,0.428556944,0.733178691
"PJA2",0.181826989,3.421727564,0.428602991,0.733178691
"NRK",0.292858424,4.057756324,0.428618278,0.733178691
"PDXK",0.1406074,7.4498142,0.428688153,0.733204233
"MTCL1",0.527464567,-0.05839531,0.428742708,0.733204233
"LOC107050371",-0.140826389,4.211507345,0.428865638,0.733307985
"GNA12",0.146940377,4.328860429,0.428996193,0.733307985
"CA10",0.327450141,0.027354996,0.429021892,0.733307985
"DISP3",0.257924447,1.583539927,0.429145247,0.733307985
"MFNG",0.247084968,1.000585943,0.429164245,0.733307985
"CNOT7",0.127263233,6.155562678,0.429225807,0.733307985
"CTSH",0.142784592,5.849637862,0.429258054,0.733307985
"PIGP",0.233984495,2.794063698,0.429297644,0.733307985
"RGS5",-0.137233063,5.696086497,0.429331675,0.733307985
"BOD1",-0.143223025,5.094856072,0.429350949,0.733307985
"SP2",-0.240131999,2.050104702,0.429454782,0.733346726
"CD81",-0.15399814,9.722286374,0.429483152,0.733346726
"DNAJC21",0.337614762,3.267049297,0.429559253,0.733359673
"SIMC1",-0.145702576,3.686990331,0.429630094,0.733359673
"UNK",0.195626081,3.259216875,0.429655017,0.733359673
"RNF146",-0.147494343,3.839284544,0.429815742,0.733540514
"RDH5",-0.209012334,2.682829797,0.430068319,0.733867292
"LOC101751432",-0.433158232,3.256557216,0.430116814,0.733867292
"SLC39A5",0.141358659,6.879213248,0.430281609,0.73397083
"ASH1L",0.16735683,5.526223899,0.43028711,0.73397083
"WDYHV1",-0.221346358,2.327439219,0.430382857,0.734040654
"UFL1",0.151157606,5.052827248,0.430600818,0.734269421
"NUP58",-0.165869659,3.147453432,0.430626645,0.734269421
"LOC424430",0.190719129,4.161131379,0.430803357,0.734420932
"GON4L",0.156266679,4.420675995,0.430849219,0.734420932
"ISOC1",-0.143682263,3.824637016,0.430979616,0.734420932
"METTL11B",0.349352503,0.982419734,0.430988135,0.734420932
"HTR7",0.237758488,1.559083212,0.430989703,0.734420932
"FHOD3",0.427055306,-1.521376612,0.431163706,0.734512179
"SFXN4",0.173903128,3.543429372,0.431203266,0.734512179
"SLC46A2",0.357655871,0.872852495,0.431207792,0.734512179
"TMEM231",0.180400746,3.783748205,0.431317961,0.734512337
"TLE2L",-0.228460496,2.297219007,0.431368184,0.734512337
"IRF5",-0.271390385,1.77604485,0.431372426,0.734512337
"NCF1",0.219081525,2.023466945,0.431479101,0.734551164
"LOC107050017",0.313727198,-0.323331002,0.431504929,0.734551164
"METTL7A",-0.216829694,7.122341301,0.431619919,0.734653527
"PRICKLE4",-0.164453047,3.875654994,0.431781876,0.734835796
"LOC107049676",0.360843048,-0.423659041,0.432115641,0.735310376
"ABTB2",-0.274719068,2.382403052,0.432232308,0.735350141
"KCNK13",-0.525060281,-0.807602093,0.432310355,0.735350141
"GC",-0.182029188,12.5428501,0.4323119,0.735350141
"ACYP1",-0.329599184,1.773412106,0.432358648,0.735350141
"MECOM",0.244847608,1.597458851,0.432428942,0.735376304
"ITPRIPL2",0.211249642,2.103460816,0.432704171,0.735750922
"TMCO3",0.162674174,3.061353639,0.432849656,0.735904861
"NAV3",0.306257182,0.927457577,0.432966691,0.736010399
"UBE2V1",-0.152084661,4.269393228,0.433167774,0.736258768
"NACC2",-0.258941519,0.443308896,0.433223118,0.73625939
"MLYCD",0.136649722,4.24055567,0.433352577,0.736333397
"KDM1B",0.159051457,3.781080384,0.43337663,0.736333397
"MED22",0.155904682,3.633430954,0.433480518,0.736416477
"CAPN7",0.159137469,3.837012945,0.433622008,0.736456905
"S100A13",-0.323739658,0.064626552,0.433625333,0.736456905
"AREG",-0.316305149,0.29023375,0.433718323,0.736456905
"FANCL",0.239894429,3.850438757,0.433725076,0.736456905
"PRKAR1A",0.137535741,6.926333544,0.433926152,0.736456905
"ENOX2",-0.143019253,4.541557979,0.433946668,0.736456905
"C1QTNF6",0.361198976,0.525790113,0.433970753,0.736456905
"ENPP6",-0.211397901,2.074709667,0.434017547,0.736456905
"LOC107053972",0.394041604,-0.5414696,0.434116023,0.736456905
"LOC100857197",-0.156039648,5.847671977,0.434131036,0.736456905
"ST3GAL4",0.307825933,0.266063011,0.434227006,0.736456905
"SNRPG",-0.189551219,4.060347631,0.434261656,0.736456905
"LOC112533391",-0.30256675,0.475896945,0.434265451,0.736456905
"C6H10orf76",-0.141252142,4.666600381,0.434274207,0.736456905
"MPP4",-0.277400819,1.938778096,0.434649854,0.736637217
"MCCC2L",-0.145463454,3.857840553,0.434658808,0.736637217
"LOC107054619",0.350178739,0.194153108,0.434667721,0.736637217
"DENND6B",-0.230523727,2.148531919,0.43469135,0.736637217
"PLA2G10L",0.558275888,-0.007587649,0.434710081,0.736637217
"RPIA",-0.145537048,6.493906616,0.434767706,0.736637217
"GBE",-0.266200165,1.741093794,0.43479833,0.736637217
"SRBD1",0.171504761,2.978640302,0.434820579,0.736637217
"VPS51",0.141776234,4.159310029,0.434935353,0.736738457
"RAC1",-0.127268412,6.453665172,0.435080253,0.736884737
"VPS29",-0.124597434,5.633234952,0.435131758,0.736884737
"OC3",0.586077993,-1.204410269,0.435266837,0.737020292
"KRT80",-0.595891478,-0.947192186,0.435356146,0.73707832
"PDE7A",-0.182291538,2.775701352,0.435668268,0.737493769
"TRAM2",0.144220935,4.115054727,0.435711671,0.737493769
"LOC107055695",-0.467683522,-0.942432124,0.435772455,0.73750344
"C3H6ORF203",0.130634973,5.06937605,0.4359053,0.737635049
"LOC107051009",-0.274674492,1.971245907,0.436065093,0.73773018
"LOC768786",0.257972573,8.037575194,0.436071693,0.73773018
"SMU1",0.164676103,5.293327193,0.436169308,0.737796225
"ACTN2",0.294171897,2.065647686,0.436220916,0.737796225
"SRSF4",-0.241777246,2.935780823,0.43650004,0.73817509
"ALDH1A3",-0.268369064,1.330698838,0.436580418,0.738217798
"LOC107052690",0.336456644,-0.284593337,0.436667624,0.738251529
"MSANTD3",-0.408048536,-0.273328347,0.436710619,0.738251529
"TMED2",-0.137627953,7.6114128,0.436805139,0.738271194
"TECPR1",-0.166600074,4.195599187,0.436962174,0.738271194
"LOC107053383",0.460551905,1.580180626,0.43698706,0.738271194
"WIPI2",-0.138334905,4.519215712,0.437027441,0.738271194
"RAB40B",0.176613858,3.449031457,0.437076864,0.738271194
"INPP5K",0.129846911,5.252546685,0.43709336,0.738271194
"FERMT2",-0.179486027,5.601994621,0.437108147,0.738271194
"CCNH",-0.149927649,3.569488588,0.437195931,0.738310885
"ABI2",-0.31103642,3.58211448,0.437241908,0.738310885
"PRKAR2A",0.152261959,5.275013734,0.437442942,0.738385779
"LOC107053298",0.407696211,-0.294224005,0.437452384,0.738385779
"CENPU",-0.310514586,3.147059563,0.437532683,0.738385779
"MAF1",0.119894171,5.506867436,0.437558261,0.738385779
"RAB26",0.29271477,-0.009307351,0.437673705,0.738385779
"DHRS7",0.189598069,9.794630864,0.437677096,0.738385779
"GEMIN8",-0.176206817,3.510267075,0.437698425,0.738385779
"GCC2",0.154924515,4.843982365,0.437757711,0.738385779
"TPPNR1L",0.213747103,2.208420312,0.437782488,0.738385779
"ANKMY2",-0.131315284,4.785655346,0.438187082,0.738867079
"FAM43A",0.350900755,0.992145749,0.43833362,0.738867079
"LOC112532786",0.402359805,0.955211461,0.438367829,0.738867079
"LOC107052188",0.330113675,0.28299032,0.438407379,0.738867079
"CYB5D2",-0.190373562,3.950606624,0.438445141,0.738867079
"TRIR",0.174147707,3.205701971,0.43844541,0.738867079
"TRIM7.2",-0.144630497,3.961099254,0.438454053,0.738867079
"LOC107052450",0.232416496,2.234143574,0.438591643,0.738951042
"RDH14",0.305459935,3.402671912,0.438653634,0.738951042
"MB21D2",-0.273426254,0.759571022,0.438669413,0.738951042
"SRSF10",0.129184054,6.548025361,0.439383612,0.739805015
"TRPS1",0.299851733,0.574619491,0.439392642,0.739805015
"STXBP1",0.225092551,2.968871516,0.43942751,0.739805015
"ZNF488",0.490578461,-1.268728746,0.439509311,0.739805015
"NDC80",0.350761605,0.583091667,0.439510064,0.739805015
